,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy,PurchYear
4868,2004,5,DODGE,NEON 2.0L I4 SFI / S,SXT,4D SEDAN SXT,SILVER,AUTO,Alloy,75720,AMERICAN,COMPACT,CHRYSLER,3081,4012,3827,4833,2647,3672,3359,4466,37122,4650,0,686,0,2009
4869,2002,7,OLDSMOBILE,BRAVADA AWD V6 4.2L,Bas,4D SUV 4.2L,GREY,AUTO,Alloy,88562,AMERICAN,MEDIUM SUV,GM,4885,5636,5776,6587,4911,6015,5804,6996,37122,5550,0,2452,0,2009
4870,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,WHITE,AUTO,Alloy,74937,AMERICAN,LARGE,GM,6897,8449,7949,9625,6868,8549,7917,9733,37122,7200,0,1974,0,2009
4871,2003,6,FORD,EXPLORER AWD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,BLUE,AUTO,Alloy,67850,AMERICAN,MEDIUM SUV,FORD,5696,6887,6652,7938,5462,6851,6399,7899,37122,6870,0,1808,0,2009
4872,2006,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLACK,AUTO,Alloy,74858,AMERICAN,VAN,CHRYSLER,9690,11929,10965,13383,9152,11605,12981,16175,37122,7790,0,1623,0,2009
4873,2007,2,CHRYSLER,PACIFICA FWD 4.0L V6,Tou,4D SPORT TOURING,SILVER,AUTO,Alloy,70084,AMERICAN,CROSSOVER,CHRYSLER,13452,15847,15028,17615,13566,16169,15151,17963,37122,9445,0,1389,0,2009
4874,2005,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GT,4D SEDAN,RED,AUTO,Covers,54753,OTHER ASIAN,MEDIUM,OTHER,4207,5223,5044,6141,4138,5217,4969,6134,37122,5280,0,505,0,2009
4875,2003,6,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L,BLUE,AUTO,Covers,80302,AMERICAN,VAN,FORD,2664,3724,3377,4522,2854,3881,3582,4691,37122,4040,0,2322,0,2009
4876,2006,3,CHEVROLET,MALIBU MAXX V6 3.5L,LT,4D SEDAN LT,SILVER,AUTO,Covers,75049,AMERICAN,MEDIUM,GM,7121,8706,8191,9902,6502,7905,10172,11712,37122,6750,0,1272,1,2009
4877,2006,3,BUICK,LACROSSE 3.8L V6 SFI,CX,4D SEDAN CX,WHITE,AUTO,Alloy,68458,AMERICAN,LARGE,GM,8278,10489,9440,11828,8367,10452,12019,14196,37122,8100,0,1313,0,2009
4878,2007,2,CHEVROLET,IMPALA V6,LTZ,4D SEDAN LTZ,GOLD,AUTO,Alloy,86828,AMERICAN,LARGE,GM,11580,14353,13006,16001,10563,12408,15570,17900,37122,8280,0,2152,0,2009
4879,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,Alloy,59853,AMERICAN,MEDIUM,CHRYSLER,5813,6582,6778,7609,5690,6677,9332,10090,37122,6270,0,1086,0,2009
4880,2007,2,CHEVROLET,HHR 2.2L I4 MPI,LT,4D SUV 2.2L LT,MAROON,AUTO,Alloy,89540,AMERICAN,MEDIUM,GM,8057,9423,9202,10677,8506,10090,12242,13774,37122,7390,0,853,0,2009
4881,2007,2,FORD,FREESTYLE FWD V6 3.0,SEL,4D CUV 3.0L SEL,GREEN,AUTO,Alloy,79338,AMERICAN,CROSSOVER,FORD,10971,14043,12349,15666,10464,13234,14551,17137,37122,8505,0,1506,0,2009
4882,2005,5,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,GREEN,AUTO,Alloy,74655,AMERICAN,MEDIUM SUV,GM,7184,8563,10626,12452,6981,8368,10603,12254,37122,8135,0,1389,1,2010
4883,2008,2,FORD,FUSION 4C,SE,4D SEDAN SE,WHITE,AUTO,Alloy,74345,AMERICAN,MEDIUM,FORD,11120,13049,14877,16538,11425,13426,14778,16291,37122,8280,0,803,0,2010
4884,2007,3,MITSUBISHI,GALANT 4C,ES,4D SEDAN,GOLD,AUTO,Covers,51605,OTHER ASIAN,MEDIUM,OTHER,6642,7785,10240,11479,7108,8154,10521,11332,37122,7770,0,505,0,2010
4885,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,BLACK,AUTO,Alloy,72555,AMERICAN,MEDIUM,CHRYSLER,3277,4388,6412,7465,3435,4860,6910,8155,37122,5995,0,1155,0,2010
4886,2007,3,SUZUKI,FORENZA,Bas,4D SEDAN,WHITE,MANUAL,Covers,46244,OTHER ASIAN,MEDIUM,OTHER,4533,5695,7964,8904,4477,5324,8102,9634,37122,4995,0,482,0,2010
4887,2006,4,KIA,SPECTRA,EX,4D SEDAN,BEIGE,AUTO,Covers,77241,OTHER ASIAN,MEDIUM,OTHER,4321,5448,7337,8719,5246,6141,8760,9817,37122,6095,0,569,0,2010
4888,2007,3,MITSUBISHI,GALANT 4C,ES,4D SEDAN,SILVER,AUTO,Covers,60413,OTHER ASIAN,MEDIUM,OTHER,7108,8352,10654,11733,7763,8815,11165,12166,37122,7380,0,533,0,2010
4889,2007,3,SATURN,AURA,XE,4D SEDAN XE,GREY,AUTO,Alloy,55055,AMERICAN,MEDIUM,GM,8893,10259,12524,13768,8340,9768,12041,13400,37122,8345,0,1003,0,2010
4890,2007,3,MITSUBISHI,GALANT 4C,ES,4D SEDAN,GREY,AUTO,Covers,64662,OTHER ASIAN,MEDIUM,OTHER,7730,8891,11191,12113,7398,8490,10745,11798,37122,7730,0,533,0,2010
4891,2007,3,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L FFV BIG HORN,GREY,AUTO,Alloy,78145,AMERICAN,LARGE TRUCK,CHRYSLER,11803,14663,17301,19901,9459,11682,14084,16299,37122,11805,0,920,0,2010
4892,2004,6,FORD,EXPEDITION 4WD V8,XLT,4D SUV 4.6L XLT,RED,AUTO,Alloy,91565,AMERICAN,LARGE SUV,FORD,9055,11750,13347,15950,7081,9206,11104,13463,37122,9855,0,1630,0,2010
4893,2007,3,INFINITI,G35,Bas,4D SEDAN,SILVER,AUTO,Alloy,40023,OTHER ASIAN,SPECIALTY,OTHER,18900,20795,23456,25640,17844,19760,22417,24653,85018,19000,0,764,1,2010
4894,2005,5,CHEVROLET,1500 SILVERADO PICKU,Bas,EXT CAB 4.3L,RED,AUTO,Alloy,76499,AMERICAN,LARGE TRUCK,GM,6338,8005,10790,12549,5003,7000,9173,12042,85018,8075,0,1272,0,2010
4895,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLACK,AUTO,Alloy,51124,AMERICAN,MEDIUM,CHRYSLER,7949,8448,9085,9624,7949,8448,9085,9624,74135,7600,0,920,0,2009
4896,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLACK,AUTO,Covers,51230,AMERICAN,MEDIUM,CHRYSLER,7949,8448,9085,9624,7949,8448,9085,9624,74135,7600,0,920,0,2009
4897,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLACK,AUTO,Covers,47165,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,74135,6850,0,693,0,2009
4898,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,RED,AUTO,Covers,48889,AMERICAN,MEDIUM,CHRYSLER,8196,9044,9352,10268,8196,9044,9352,10268,74135,8300,0,834,0,2009
4899,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,WHITE,AUTO,Alloy,50982,AMERICAN,MEDIUM,CHRYSLER,8194,9045,9350,10269,8194,9045,9350,10269,74135,8000,0,920,0,2009
4900,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN SE,SILVER,AUTO,Alloy,51341,AMERICAN,MEDIUM,CHRYSLER,8560,9501,9745,10761,8560,9501,9745,10761,74135,8000,0,920,1,2009
4901,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,RED,AUTO,Alloy,46502,AMERICAN,MEDIUM,CHRYSLER,7960,8466,9097,9643,7960,8466,9097,9643,74135,7800,0,834,1,2009
4902,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN SE,RED,AUTO,Covers,54014,AMERICAN,MEDIUM,CHRYSLER,8560,9501,9745,10761,8802,9497,10006,10757,74135,7800,0,920,0,2009
4903,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLACK,AUTO,Covers,46501,AMERICAN,MEDIUM,CHRYSLER,7245,7837,8325,8964,7515,8159,8616,9312,74135,7000,0,693,0,2009
4904,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN SE,WHITE,AUTO,Covers,51563,AMERICAN,MEDIUM,CHRYSLER,8560,9501,9745,10761,8551,9479,9735,10737,74135,7800,0,920,0,2009
4905,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLACK,AUTO,Alloy,52726,AMERICAN,MEDIUM,CHRYSLER,8252,8770,9412,9972,8341,8844,9508,10052,74135,7500,0,920,0,2009
4906,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLACK,AUTO,Alloy,53247,AMERICAN,MEDIUM,CHRYSLER,8252,8770,9412,9972,8160,8639,9313,9830,74135,7500,0,920,0,2009
4907,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,SILVER,AUTO,Covers,49800,AMERICAN,MEDIUM,CHRYSLER,8252,8770,9412,9972,8341,8844,9508,10052,74135,7500,0,834,0,2009
4908,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,RED,AUTO,Covers,44654,AMERICAN,MEDIUM,CHRYSLER,8194,9045,9350,10269,8477,9266,9655,10507,74135,8300,0,834,0,2009
4909,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,NOT AVAIL,AUTO,Covers,49951,AMERICAN,MEDIUM,CHRYSLER,7960,8466,9097,9643,6091,7352,8760,10114,74135,7500,0,834,0,2009
4910,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,Covers,48341,AMERICAN,MEDIUM,CHRYSLER,6733,7195,7772,8271,6677,7129,7711,8199,74135,6400,0,975,0,2009
4911,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,NOT AVAIL,AUTO,Covers,48267,AMERICAN,MEDIUM,CHRYSLER,6733,7195,7772,8271,7000,7458,8060,8555,74135,6300,0,975,0,2009
4912,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLUE,AUTO,Covers,45203,AMERICAN,MEDIUM,CHRYSLER,7960,8466,9097,9643,6091,7352,8760,10114,74135,7800,0,834,0,2009
4913,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,SILVER,AUTO,Covers,46925,AMERICAN,MEDIUM,CHRYSLER,7960,8466,9097,9643,6091,7352,8760,10114,74135,7600,0,834,0,2009
4914,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLACK,AUTO,Covers,45404,AMERICAN,MEDIUM,CHRYSLER,7245,7837,8325,8964,7764,8444,8885,9620,74135,7100,0,693,0,2009
4915,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,RED,AUTO,Covers,49211,AMERICAN,MEDIUM,CHRYSLER,7245,7837,8325,8964,7764,8444,8885,9620,74135,7100,0,693,0,2009
4916,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,GOLD,AUTO,Covers,47878,AMERICAN,MEDIUM,CHRYSLER,7960,8466,9097,9643,6091,7352,8760,10114,74135,7600,0,834,0,2009
4917,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,RED,AUTO,Covers,50940,AMERICAN,MEDIUM,CHRYSLER,6733,7195,7772,8271,7240,7737,8319,8856,74135,6300,0,1086,0,2009
4918,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLUE,AUTO,Covers,45854,AMERICAN,MEDIUM,CHRYSLER,8168,8646,9321,9838,7957,8536,9094,9719,74135,7600,0,834,0,2009
4919,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLUE,AUTO,Covers,47858,AMERICAN,MEDIUM,CHRYSLER,7367,7990,8456,9129,7764,8444,8885,9620,74135,7100,0,693,0,2009
4920,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BLACK,AUTO,Covers,42417,AMERICAN,MEDIUM,CHRYSLER,8504,9291,9684,10534,7857,8711,8986,9908,74135,8200,0,834,0,2009
4921,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLUE,AUTO,Covers,40972,AMERICAN,MEDIUM,CHRYSLER,7541,8187,8644,9342,6805,7301,7849,8385,74135,7400,0,693,0,2009
4922,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,WHITE,AUTO,Covers,44094,AMERICAN,MEDIUM,CHRYSLER,8504,9291,9684,10534,7857,8711,8986,9908,74135,8200,0,834,0,2009
4923,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,2D CONVERTIBLE,BEIGE,AUTO,Alloy,51005,AMERICAN,MEDIUM,CHRYSLER,8113,8814,9262,10019,8488,9781,9667,11063,74135,8100,0,1086,0,2009
4924,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLACK,AUTO,Covers,42708,AMERICAN,MEDIUM,CHRYSLER,7541,8187,8644,9342,7989,8639,9128,9830,74135,7400,0,693,0,2009
4925,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,WHITE,AUTO,Covers,40651,AMERICAN,MEDIUM,CHRYSLER,7541,8187,8644,9342,6966,7500,11237,11739,74135,7400,0,693,0,2009
4926,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,RED,AUTO,Covers,41356,AMERICAN,MEDIUM,CHRYSLER,7541,8187,8644,9342,7989,8639,9128,9830,74135,7400,0,693,0,2009
4927,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BLACK,AUTO,Covers,41794,AMERICAN,MEDIUM,CHRYSLER,8504,9291,9684,10534,8568,9325,9753,10571,74135,8200,0,834,0,2009
4928,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BEIGE,AUTO,Covers,41422,AMERICAN,MEDIUM,CHRYSLER,7582,8224,8689,9382,7165,7765,8238,8886,74135,7300,0,693,0,2009
4929,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN LX,RED,AUTO,Covers,46511,AMERICAN,MEDIUM,CHRYSLER,8642,9221,9833,10459,8877,9466,10087,10723,74135,7800,0,834,0,2009
4930,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLACK,AUTO,Covers,45360,AMERICAN,MEDIUM,CHRYSLER,7776,8465,8898,9642,7989,8639,9128,9830,74135,7100,0,693,0,2009
4931,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLACK,AUTO,Covers,42519,AMERICAN,MEDIUM,CHRYSLER,7776,8465,8898,9642,7989,8639,9128,9830,74135,7200,0,693,0,2009
4932,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,Covers,45773,AMERICAN,MEDIUM,CHRYSLER,7445,7926,8541,9060,6495,6999,7515,8059,74135,6500,0,975,0,2009
4933,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLACK,AUTO,Covers,46149,AMERICAN,MEDIUM,CHRYSLER,7445,7926,8541,9060,6535,6992,7558,8051,74135,6500,0,975,0,2009
4934,2008,1,KIA,OPTIMA 4C 2.4L I4 MP,LX,4D SEDAN,GREY,AUTO,Covers,48240,OTHER ASIAN,MEDIUM,OTHER,8745,9251,9945,10491,7993,8599,11499,12205,74135,8000,0,623,0,2009
4935,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN LX,BEIGE,AUTO,Covers,55997,AMERICAN,MEDIUM,CHRYSLER,8877,9501,10087,10761,8652,9237,12248,12956,74135,7600,0,920,0,2009
4936,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN SE,WHITE,AUTO,Covers,50112,AMERICAN,MEDIUM,CHRYSLER,8605,9293,9793,10536,8605,9293,9793,10536,74135,7900,0,920,0,2009
4937,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,SILVER,AUTO,Covers,52723,AMERICAN,MEDIUM,CHRYSLER,8456,9208,9632,10445,7781,8545,11777,12505,74135,7900,0,920,0,2009
4938,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BLACK,AUTO,Covers,53828,AMERICAN,MEDIUM,CHRYSLER,8456,9208,9632,10445,7608,8484,11640,12308,74135,7900,0,920,0,2009
4939,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN LX,BLUE,AUTO,Covers,52130,AMERICAN,MEDIUM,CHRYSLER,8134,8730,9285,9928,8964,9550,12696,13211,74135,7500,0,920,0,2009
4940,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BLACK,AUTO,Alloy,50831,AMERICAN,MEDIUM,CHRYSLER,7171,7771,8245,8893,7269,7898,10834,11413,74135,6700,0,754,0,2009
4941,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,RED,AUTO,Covers,51489,AMERICAN,MEDIUM,CHRYSLER,7171,7771,8245,8893,6966,7500,11237,11739,74135,6700,0,754,0,2009
4942,2008,1,DODGE,CALIBER,SE,4D WAGON,BEIGE,AUTO,Alloy,51970,AMERICAN,MEDIUM,CHRYSLER,6948,7506,8004,8606,6950,7442,11022,11462,74135,6600,0,754,0,2009
4943,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN SE,RED,AUTO,Covers,50082,AMERICAN,MEDIUM,CHRYSLER,8158,8877,9311,10087,7573,8563,11419,12592,74135,7700,0,920,0,2009
4944,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,Covers,54023,AMERICAN,MEDIUM,CHRYSLER,7882,8736,9013,9935,7608,8484,11640,12308,74135,7700,0,920,0,2009
4945,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,RED,AUTO,Covers,51289,AMERICAN,MEDIUM,CHRYSLER,7882,8736,9013,9935,7608,8484,11640,12308,74135,7700,0,920,0,2009
4946,2008,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,SILVER,AUTO,Alloy,50351,AMERICAN,MEDIUM,CHRYSLER,8038,8574,9181,9760,7896,8500,11665,12413,74135,7400,0,920,0,2009
4947,2008,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,GOLD,AUTO,Covers,50944,AMERICAN,MEDIUM,CHRYSLER,8038,8574,9181,9760,8881,9497,12577,13109,74135,7400,0,920,0,2009
4948,2008,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,SILVER,AUTO,Covers,52134,AMERICAN,MEDIUM,CHRYSLER,8038,8574,9181,9760,7806,8419,11432,12248,74135,7400,0,920,0,2009
4949,2008,1,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,Covers,52046,AMERICAN,MEDIUM,CHRYSLER,6948,7506,8004,8606,6966,7500,11237,11739,74135,6600,0,754,0,2009
4950,2008,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,WHITE,AUTO,Alloy,50444,AMERICAN,MEDIUM,CHRYSLER,8038,8574,9181,9760,8740,9333,12355,13073,74135,7400,0,920,0,2009
4951,2008,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,BEIGE,AUTO,Covers,53230,AMERICAN,MEDIUM,CHRYSLER,8038,8574,9181,9760,7612,8191,11220,11903,74135,7400,0,920,0,2009
4952,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN SE,BLACK,AUTO,Covers,50892,AMERICAN,MEDIUM,CHRYSLER,8158,8877,9311,10087,7440,8125,11452,12105,74135,7700,0,920,0,2009
4953,2008,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,BLACK,AUTO,Covers,51734,AMERICAN,MEDIUM,CHRYSLER,8038,8574,9181,9760,7806,8419,11432,12248,74135,7400,0,920,0,2009
4954,2008,1,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,Covers,51900,AMERICAN,MEDIUM,CHRYSLER,6955,7534,8011,8637,7524,8277,10564,11431,74135,6700,0,754,0,2009
4955,2008,1,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,Covers,47230,AMERICAN,MEDIUM,CHRYSLER,4856,5860,5744,6829,7391,7886,10503,10964,74135,6500,0,975,0,2009
4956,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,Covers,57165,AMERICAN,MEDIUM,CHRYSLER,7927,8791,9061,9994,8132,9192,11374,12376,74135,7800,0,920,0,2009
4957,2008,1,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,Covers,50153,AMERICAN,MEDIUM,CHRYSLER,6549,7026,7573,8088,6366,6963,10515,11501,74135,6200,0,1086,0,2009
4958,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,Covers,48408,AMERICAN,MEDIUM,CHRYSLER,7859,8755,8988,9955,7608,8484,11640,12308,74135,7800,0,834,0,2009
4959,2008,1,DODGE,CALIBER,SE,4D WAGON,BEIGE,AUTO,Alloy,45857,AMERICAN,MEDIUM,CHRYSLER,6820,7280,7866,8362,6967,7560,10921,11542,74135,6500,0,693,0,2009
4960,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,Covers,45633,AMERICAN,MEDIUM,CHRYSLER,7859,8755,8988,9955,7608,8484,11640,12308,74135,7800,0,834,0,2009
4961,2008,1,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,Covers,45683,AMERICAN,MEDIUM,CHRYSLER,6491,6999,7510,8059,6730,7324,9926,10599,74135,6100,0,975,0,2009
4962,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,Covers,46827,AMERICAN,MEDIUM,CHRYSLER,7859,8755,8988,9955,8419,9318,12029,12635,74135,7800,0,834,0,2009
4963,2008,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,Alloy,52455,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7777,8231,11363,11738,74135,6500,0,754,0,2010
4964,2008,2,DODGE,CALIBER,SE,4D WAGON,RED,AUTO,Covers,51371,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7269,7898,10834,11413,74135,6200,0,754,0,2010
4965,2008,2,DODGE,CALIBER,SE,4D WAGON,RED,AUTO,Covers,52295,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7269,7898,10834,11413,74135,6200,0,754,0,2010
4966,2008,2,DODGE,CALIBER,SE,4D WAGON,BEIGE,AUTO,Covers,51340,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7524,8277,10564,11431,74135,6300,0,754,0,2010
4967,2008,2,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,Covers,51776,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7524,8277,10564,11431,74135,6400,0,754,0,2010
4968,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Covers,52391,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7269,7898,10834,11413,74135,6300,0,754,0,2010
4969,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,WHITE,AUTO,Covers,55156,AMERICAN,MEDIUM,CHRYSLER,7621,8208,11231,11923,8033,8669,11710,12387,74135,7500,0,920,0,2010
4970,2008,2,DODGE,CALIBER,SE,4D WAGON,BLACK,AUTO,Covers,51439,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7269,7898,10834,11413,74135,6300,0,754,0,2010
4971,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,Covers,51515,AMERICAN,MEDIUM,CHRYSLER,7746,8643,11745,12429,8676,9530,12186,13031,74135,7800,0,920,0,2010
4972,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Covers,50732,AMERICAN,MEDIUM,CHRYSLER,6511,7092,10754,11714,7018,7703,10398,11023,74135,5700,0,1086,1,2010
4973,2008,2,DODGE,CALIBER,SE,4D WAGON,BLACK,AUTO,Covers,53482,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7524,8277,10564,11431,74135,6400,0,754,0,2010
4974,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Covers,51039,AMERICAN,MEDIUM,CHRYSLER,7199,7774,11079,11532,8070,8609,11076,11685,74135,6500,0,754,0,2010
4975,2008,2,DODGE,CALIBER,SE,4D WAGON,BEIGE,AUTO,Alloy,51413,AMERICAN,MEDIUM,CHRYSLER,7293,7934,10856,11447,8070,8609,11076,11685,74135,7200,0,754,0,2010
4976,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,Covers,50678,AMERICAN,MEDIUM,CHRYSLER,6744,7345,9942,10623,7391,7886,10503,10964,74135,6200,0,1086,0,2010
4977,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Covers,50477,AMERICAN,MEDIUM,CHRYSLER,7293,7934,10856,11447,7950,8563,11110,11706,74135,6900,0,754,1,2010
4978,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Covers,51767,AMERICAN,MEDIUM,CHRYSLER,7293,7934,10856,11447,7524,8277,10564,11431,74135,6900,0,754,0,2010
4979,2008,2,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,Covers,51894,AMERICAN,MEDIUM,CHRYSLER,7293,7934,10856,11447,7777,8231,11363,11738,74135,6900,0,754,0,2010
4980,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Alloy,52444,AMERICAN,MEDIUM,CHRYSLER,7293,7934,10856,11447,8033,8513,11913,12272,74135,7200,0,754,0,2010
4981,2008,2,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,Covers,58805,AMERICAN,MEDIUM,CHRYSLER,7293,7934,10856,11447,7901,8625,11062,11767,74135,6700,0,754,0,2010
4982,2008,2,DODGE,CALIBER,SE,4D WAGON,RED,AUTO,Covers,51794,AMERICAN,MEDIUM,CHRYSLER,7314,8006,10875,11513,8070,8609,11076,11685,74135,7100,0,754,0,2010
4983,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Covers,50396,AMERICAN,MEDIUM,CHRYSLER,7314,8006,10875,11513,7832,8282,11135,11586,74135,7100,0,754,0,2010
4984,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN SE,BEIGE,AUTO,Covers,53001,AMERICAN,MEDIUM,CHRYSLER,8170,8859,11829,12431,8936,9865,12246,13048,74135,8300,0,920,0,2010
